name_en,name_ar,short_description_en,short_description_ar,description_en,description_ar,total_quantity,sku,price,expiry_alarm_before,brand_id,active,free_shipping,allow_review,slug,vendor_id,image_url,final_price
Ultra UO45LFO Electric Oven - 45 Liter,فرن كهرباء من الترا UO45LFO ، 45 لتر,Ultra UO45LFO Electric Oven - 45 Liter,فرن كهرباء من الترا UO45LFO ، 45 لتر,Brand: Ultra<br>Color: Black<br>Package thickness: 40 centimeters<br>Weight: 10 KG<br>Package weight in KGs: 8000 grams<br>Height: 40 cm<br>Width: 60 cm<br>Capacity: 45 Liter<br>Range Hood Included: <br>Fuel Type: Electric<br>Number of Burners: Unavailable<br>EAN-13: 6222021500633<br>Installation Type: Free Standing<br>Expirable: <br>Package height: 50 centimeters<br>Package Width: 60 centimeters<br>Serial Scan Required: <br>Item EAN: 2724465357889<br>Model Number: UO45LFO<br>,حزمة سمك: 40 centimeters<br>الوزن: 10 KG<br>وزن الحزمة: 8000 grams<br>تشمل الشفاط: <br>EAN-13: 6222021500633<br>العلامة التجارية: الترا<br>اللون: اسود<br>الطول: 40 سم<br>العرض: 60 سم<br>سعة الفرن: 45 لتر<br>نوع الوقود: كهرباء<br>عدد الشعلات: غير متاحة<br>طريقة التثبيت: فرن ثابت من غير تدعيم<br>الرقم المميز للسلعة: 2724465357889<br>رقم الموديل: UO45LFO<br>,100,8415344794,1227,30,106,1,0,1,Ultra-UO45LFO-Electric-Oven-45-Liter,1,/images/24968/item_XXL_23796519_34413034.jpg,1227
"Ultra UO45LL 45 Liter Electric Oven - 2000 Watt, Black",فرن كهربائي 45 لتر من الترا UO45LL- 2000 وات، اسود,"Ultra UO45LL 45 Liter Electric Oven - 2000 Watt, Black",فرن كهربائي 45 لتر من الترا UO45LL- 2000 وات، اسود,Brand: Ultra<br>Color: Black<br>Package thickness: 40 centimeters<br>Weight: 8<br>Package weight in KGs: 20000 grams<br>Height: 60<br>Width: 30<br>Capacity: 45<br>Range Hood Included: no<br>Fuel Type: Electric<br>Number of Burners: Unavailable<br>EAN-13: 6222021500640<br>Installation Type: Drop In<br>Expirable: <br>Package height: 41 centimeters<br>Package Width: 60 centimeters<br>Serial Scan Required: <br>Item EAN: 2724455825831<br>Model Number: UO45LL<br>,حزمة سمك: 40 centimeters<br>الوزن: 8<br>وزن الحزمة: 20000 grams<br>تشمل الشفاط: no<br>EAN-13: 6222021500640<br>العلامة التجارية: الترا<br>اللون: اسود<br>الطول: 60<br>العرض: 30<br>سعة الفرن: 45<br>نوع الوقود: كهرباء<br>عدد الشعلات: غير متاحة<br>طريقة التثبيت: فرن باب كبير<br>الرقم المميز للسلعة: 2724455825831<br>رقم الموديل: UO45LL<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6291253009,1949,30,106,1,0,1,Ultra-UO45LL-45-Liter-Electric-Oven-2000-Watt-Black,1,/images/24969/item_XXL_23061949_32456212.jpg,1949
UO58LFO Ultra 58 Liter Oven Silver,فرن الترا 58 لتر فضي,UO58LFO Ultra 58 Liter Oven Silver,فرن الترا 58 لتر فضي,Brand: Ultra<br>Manufacturer Number: UO58LFO<br>Color: Silver<br>Weight: 10kg<br>Height: 57 centimeters<br>Width: 42 centimeters<br>Capacity: 56 liters<br>Range Hood Included: no<br>Type: Ovens<br>Fuel Type: Electric<br>Number of Burners: Unavailable<br>Installation Type: Countertop Oven<br>External Product ID Type: EAN-12<br>External Product ID: 622021500176<br>Item EAN: 2725180312115<br>Model Number: UO58LFO<br>,الرقم المصنعي: UO58LFO<br>الوزن: 10kg<br>تشمل الشفاط: no<br>العلامة التجارية: الترا<br>اللون: فضي<br>الطول: 57 سنتيمتر<br>العرض: 42 سنتيمتر<br>سعة الفرن: 56 لتر<br>نوع: افران<br>نوع الوقود: كهرباء<br>عدد الشعلات: غير متاحة<br>طريقة التثبيت: فرن سطح الطاولة<br>نوع معرف المنتج الخارجي: EAN-12<br>معرف المنتج الخارجي: 622021500176<br>الرقم المميز للسلعة: 2725180312115<br>رقم الموديل: UO58LFO<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,8748240603,2650,30,106,1,0,1,UO58LFO-Ultra-58-Liter-Oven-Silver,1,/images/24970/item_XXL_89400478_819bdc56d6e74.jpg,2650
"Zanussi ZOG15311XK Built-In Stainless Steel Cooker Oven - 60 cm, Silver Black",فرن بلت ان ستانلس ستيل 60 سم ZOG15311XK من زانوسي - فضى واسود,"Zanussi ZOG15311XK Built-In Stainless Steel Cooker Oven - 60 cm, Silver Black",فرن بلت ان ستانلس ستيل 60 سم ZOG15311XK من زانوسي - فضى واسود,Brand: Zanussi<br>Manufacturer Number: ZOG15311XK<br>Color: Multi Color<br>Package thickness: 65 centimeters<br>Weight: 31 kg<br>Package weight in KGs: 29500 grams<br>Height: 594 mm<br>Width: 595 mm<br>Capacity: Unavailable<br>Range Hood Included: 0<br>Type: <br>Fuel Type: Gas<br>Number of Burners: Unavailable<br>Installation Type: Built In<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 85 centimeters<br>Package Width: 60 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724463168791<br>Model Number: <br>,الرقم المصنعي: ZOG15311XK<br>حزمة سمك: 65 centimeters<br>الوزن: 31 kg<br>وزن الحزمة: 29500 grams<br>تشمل الشفاط: 0<br>العلامة التجارية: زانوسي<br>اللون: متعدد الالوان<br>الطول: 594 ملم<br>العرض: 595 ملم<br>سعة الفرن: غير متاحة<br>نوع: <br>نوع الوقود: غاز<br>عدد الشعلات: غير متاحة<br>طريقة التثبيت: مدمج<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724463168791<br>رقم الموديل: <br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7245602263,7899,30,30,1,0,1,Zanussi-ZOG15311XK-Built-In-Stainless-Steel-Cooker-Oven-60-cm-Silver-Black,1,/images/24971/item_XXL_23619841_967e42d81024f.jpg,7899
"Home AW7001G Stand Mixer 700W, 5 Liters - Green",عجانة من هوم AW7001G 700 وات، 5 لتر - اخضر,"Home AW7001G Stand Mixer 700W, 5 Liters - Green",عجانة من هوم AW7001G 700 وات، 5 لتر - اخضر,Brand: Home<br>Package thickness: 16.3 centimeters<br>Package weight in KGs: 12350 grams<br>Material: Stainless Steel<br>Model Number: AW7001G<br>Type: Stand Mixers<br>EAN-13: 9667423281969<br>Wattage: 700 Watt<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 13.7 centimeters<br>Package Width: 11.6 centimeters<br>External Product ID: 9667423281969<br>Serial Scan Required: <br>Item EAN: 2724739085029<br>,حزمة سمك: 16.3 centimeters<br>وزن الحزمة: 12350 grams<br>EAN-13: 9667423281969<br>العلامة التجارية: هوم<br>المادة: ستانلس ستيل<br>رقم الموديل: AW7001G<br>نوع: خلاطات مسنودة<br>الواط: 700 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 9667423281969<br>الرقم المميز للسلعة: 2724739085029<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7727619822,1649,30,118,1,0,1,Home-AW7001G-Stand-Mixer-700W-5-Liters-Green,1,/images/24974/item_XXL_45537012_5865da0297098.jpg,1649
"Kenwood KHH324R Stainless Steel Stand Mixer - 1000 Watt, 4.3 Liters",عجانة ستانلس ستيل من كينوود KHH324R، 1000 وات - 4.3 لتر,"Kenwood KHH324R Stainless Steel Stand Mixer - 1000 Watt, 4.3 Liters",عجانة ستانلس ستيل من كينوود KHH324R، 1000 وات - 4.3 لتر,Brand: Kenwood<br>Package thickness: 72.4 centimeters<br>Package weight in KGs: 1080 grams<br>Material: Stainless Steel<br>Model Number: KHH324R<br>Type: Stand Mixers<br>EAN-13: 5011423189475<br>Wattage: 1000 Watt<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 33.8 centimeters<br>Package Width: 48.8 centimeters<br>External Product ID: 5011423189475<br>Serial Scan Required: <br>Item EAN: 2724574530746<br>,حزمة سمك: 72.4 centimeters<br>وزن الحزمة: 1080 grams<br>EAN-13: 5011423189475<br>العلامة التجارية: كينوود<br>المادة: ستانلس ستيل<br>رقم الموديل: KHH324R<br>نوع: خلاطات مسنودة<br>الواط: 1000 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 5011423189475<br>الرقم المميز للسلعة: 2724574530746<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,2441983539,5999,30,170,1,0,1,Kenwood-KHH324R-Stainless-Steel-Stand-Mixer-1000-Watt-4-3-Liters,1,/images/24978/item_XXL_30818830_111167736.jpg,5999
"Zanussi ZMW30FMGSA Digital Countertop Microwave with Grill, 30 Liters - Silver Black",ميكروويف ديجيتال بشواية من زانوسي ZMW30FMGSA، 30 لتر - فضي واسود,"Zanussi ZMW30FMGSA Digital Countertop Microwave with Grill, 30 Liters - Silver Black",ميكروويف ديجيتال بشواية من زانوسي ZMW30FMGSA، 30 لتر - فضي واسود,Brand: Zanussi<br>Manufacturer Number: ZMW30FMGSA<br>Energy consumption: 900 Watt<br>Package thickness: 35 centimeters<br>Package weight in KGs: 18100 grams<br>Height: 300 mm<br>Width: 539 mm<br>Material: Metal<br>Capacity: 30 Liters<br>Type: Countertop<br>EAN-13: 7332543435210<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 48 centimeters<br>Package Width: 60 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724565339020<br>Model Number: ZMW30FMGSA<br>,الرقم المصنعي: ZMW30FMGSA<br>استهلاك الطاقة: 900 Watt<br>حزمة سمك: 35 centimeters<br>وزن الحزمة: 18100 grams<br>السعة: 30 Liters<br>EAN-13: 7332543435210<br>العلامة التجارية: زانوسي<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724565339020<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,4298981503,3599,30,30,1,0,1,Zanussi-ZMW30FMGSA-Digital-Countertop-Microwave-with-Grill-30-Liters-Silver-Black,1,/images/24980/item_XXL_30095996_58eb34bc3361b.jpg,3599
"Zanussi ZMW34FMGXA Digital Countertop Microwave with Grill, 34 Liters - Black Silver",ميكروويف ديجيتال بشواية من زانوسي ZMW34FMGXA، 34 لتر - اسود وفضي,"Zanussi ZMW34FMGXA Digital Countertop Microwave with Grill, 34 Liters - Black Silver",ميكروويف ديجيتال بشواية من زانوسي ZMW34FMGXA، 34 لتر - اسود وفضي,Brand: Zanussi<br>Manufacturer Number: ZMW34FMGXA<br>Energy consumption: 900 Watt<br>Package thickness: 35 centimeters<br>Package weight in KGs: 20000 grams<br>Height: 300 mm<br>Width: 539 mm<br>Material: Stainless Steel<br>Capacity: 34 Liters<br>Type: Countertop<br>EAN-13: 7332543436491<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 54 centimeters<br>Package Width: 60 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724337414252<br>Model Number: ZMW34FMGXA<br>,الرقم المصنعي: ZMW34FMGXA<br>استهلاك الطاقة: 900 Watt<br>حزمة سمك: 35 centimeters<br>وزن الحزمة: 20000 grams<br>السعة: 34 Liters<br>EAN-13: 7332543436491<br>العلامة التجارية: زانوسي<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724337414252<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,4670948361,3860,30,30,1,0,1,Zanussi-ZMW34FMGXA-Digital-Countertop-Microwave-with-Grill-34-Liters-Black-Silver,1,/images/24981/item_XXL_11577578_26ee5957cc1b1.jpg,3860
"Zanussi ZMW43FGCXA Digital Microwave Oven, 43 Liters - Silver",فرن ميكروويف ديجيتال بشواية من زانوسي ZMW43FGCXA، 43 لتر - فضي,"Zanussi ZMW43FGCXA Digital Microwave Oven, 43 Liters - Silver",فرن ميكروويف ديجيتال بشواية من زانوسي ZMW43FGCXA، 43 لتر - فضي,Brand: Zanussi<br>Manufacturer Number: ZMW43FGCXA<br>Energy consumption: 230 Watt<br>Package thickness: 45 centimeters<br>Package weight in KGs: 12000 grams<br>Height: 31 Cm<br>Width: 56 Cm<br>Material: Stainless Steel<br>Capacity: 43 Liter<br>Type: Countertop<br>EAN-13: 7332543436668<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 38 centimeters<br>Package Width: 59 centimeters<br>External Product ID: 7332543436668<br>Serial Scan Required: <br>Item EAN: 2724465575474<br>Model Number: ZMW43FGCXA<br>,الرقم المصنعي: ZMW43FGCXA<br>استهلاك الطاقة: 230 Watt<br>حزمة سمك: 45 centimeters<br>وزن الحزمة: 12000 grams<br>السعة: 43 Liter<br>EAN-13: 7332543436668<br>العلامة التجارية: زانوسي<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 7332543436668<br>الرقم المميز للسلعة: 2724465575474<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,8830577410,4499,30,30,1,0,1,Zanussi-ZMW43FGCXA-Digital-Microwave-Oven-43-Liters-Silver,1,/images/24982/item_XXL_23816765_34481386.jpg,4499
Castle MW6034 Digital Microwave Oven - 34L,فرن ميكروويف رقمي من كاسيل MW6034 - 34 لتر,Castle MW6034 Digital Microwave Oven - 34L,فرن ميكروويف رقمي من كاسيل MW6034 - 34 لتر,Brand: Castle<br>Manufacturer Number: MW6034<br>Energy consumption: 1000 Watt<br>Package thickness: 38 centimeters<br>Package weight in KGs: 20000 grams<br>Height: 33 cm<br>Width: 66 cm<br>Material: Metal<br>Capacity: 34 Liter<br>Type: Countertop<br>EAN-13: 6224008596097<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 40 centimeters<br>Package Width: 40 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724710452796<br>Model Number: MW6034<br>,الرقم المصنعي: MW6034<br>استهلاك الطاقة: 1000 Watt<br>حزمة سمك: 38 centimeters<br>وزن الحزمة: 20000 grams<br>السعة: 34 Liter<br>EAN-13: 6224008596097<br>العلامة التجارية: كاسيل<br>نوع: كونترتوب<br>نوع معرف المنتج الخارجي: Not Available<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724710452796<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,5998690233,2193.9,30,16,1,0,1,Castle-MW6034-Digital-Microwave-Oven-34L,1,/images/24983/item_XXL_42820333_04cf3cd03444d.jpg,2193.9
"Fresh FMW-28ECGB Microwave Oven 28 L Without Grill, Black",متيكروويف فريش  28 ليتر بدون جريل,"Fresh FMW-28ECGB Microwave Oven 28 L Without Grill, Black",متيكروويف فريش  28 ليتر بدون جريل,Brand: Fresh<br>Energy consumption: 1000<br>Package thickness: 41.8 centimeters<br>Package weight in KGs: 11620 grams<br>Height: 326<br>Width: 520<br>Material: Metal<br>Capacity: 28 Liter<br>Type: Countertop<br>Expirable: <br>Package height: 61.4 centimeters<br>Package Width: 49.2 centimeters<br>Serial Scan Required: <br>Item EAN: 2724514903913<br>Model Number: FMW-28EC-B<br>,استهلاك الطاقة: 1000<br>حزمة سمك: 41.8 centimeters<br>وزن الحزمة: 11620 grams<br>السعة: 28 Liter<br>العلامة التجارية: فريش<br>نوع: يوضع على السطح<br>الرقم المميز للسلعة: 2724514903913<br>,100,7926364887,1795,30,6,1,0,1,Fresh-FMW-28ECGB-Microwave-Oven-28-L-Without-Grill-Black,1,/images/24984/item_XXL_26904958_52144245.jpg,1795
Fresh FMW-25KCG-S Microwave 25 Liter with Grill Silver 900W,مايكروويف بشواية 25 لتر 900 واط FMW-25KCG-S من فريش - فضى,Fresh FMW-25KCG-S Microwave 25 Liter with Grill Silver 900W,مايكروويف بشواية 25 لتر 900 واط FMW-25KCG-S من فريش - فضى,Brand: Fresh<br>Manufacturer Number: FMW-25KCG-S<br>Energy consumption: 900 Watt<br>Package thickness: 53.4 centimeters<br>Package weight in KGs: 5360 grams<br>Height: 22 centimeters<br>Width: 25 centimeters<br>Material: Metal<br>Capacity: 25 Liter<br>Type: Countertop<br>EAN-13: 6221103006377<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 34.4 centimeters<br>Package Width: 42.8 centimeters<br>External Product ID: 6221103006377<br>Serial Scan Required: <br>Item EAN: 2724592287721<br>Model Number: FMW-25KCG-S<br>,الرقم المصنعي: FMW-25KCG-S<br>استهلاك الطاقة: 900 Watt<br>حزمة سمك: 53.4 centimeters<br>وزن الحزمة: 5360 grams<br>السعة: 25 Liter<br>EAN-13: 6221103006377<br>العلامة التجارية: فريش<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6221103006377<br>الرقم المميز للسلعة: 2724592287721<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,9629335215,1725,30,6,1,0,1,Fresh-FMW-25KCG-S-Microwave-25-Liter-with-Grill-Silver-900W,1,/images/24985/item_XXL_32464600_142308206.jpg,1725
Fresh Microwave oven 42 L With Grill FMW-42KCG-S,فرن ميكروويف 42 لتر مع شواية من فريش FMW-42KCG-S - فضي,Fresh Microwave oven 42 L With Grill FMW-42KCG-S,فرن ميكروويف 42 لتر مع شواية من فريش FMW-42KCG-S - فضي,Brand: Fresh<br>Manufacturer Number: FMW-42KCG-S<br>Energy consumption: 1200<br>Package thickness: 48 centimeters<br>Package weight in KGs: 5000 grams<br>Height: 326<br>Width: 553<br>Material: Metal<br>Capacity: 42<br>Type: Countertop<br>EAN-13: 6221103006322<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 30 centimeters<br>Package Width: 50 centimeters<br>External Product ID: 6221103006438<br>Serial Scan Required: <br>Item EAN: 2724445949820<br>Model Number: FMW-42KCG-S<br>,الرقم المصنعي: FMW-42KCG-S<br>استهلاك الطاقة: 1200<br>حزمة سمك: 48 centimeters<br>وزن الحزمة: 5000 grams<br>السعة: 42<br>EAN-13: 6221103006322<br>العلامة التجارية: فريش<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6221103006438<br>الرقم المميز للسلعة: 2724445949820<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,2823536276,2615,30,6,1,0,1,Fresh-Microwave-oven-42-L-With-Grill-FMW-42KCG-S,1,/images/24986/item_XXL_22355373_30319417.jpg,2615
"Fresh FMW-20MC-W Microwave Oven 20 L,white",فرن ميكروويف 20 لتر من فريش FMW-20MC-W - ابيض,"Fresh FMW-20MC-W Microwave Oven 20 L,white",فرن ميكروويف 20 لتر من فريش FMW-20MC-W - ابيض,Brand: Fresh<br>Manufacturer Number: FMW-20MC-W<br>Energy consumption: 700<br>Package thickness: 48.2 centimeters<br>Package weight in KGs: 1388 grams<br>Height: 582<br>Width: 439<br>Material: Metal<br>Capacity: 20<br>Type: Countertop<br>EAN-13: 6221103006353<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 28.8 centimeters<br>Package Width: 37 centimeters<br>External Product ID: 6221103006353<br>Serial Scan Required: <br>Item EAN: 2724445923578<br>Model Number: FMW-20MC-W<br>,الرقم المصنعي: FMW-20MC-W<br>استهلاك الطاقة: 700<br>حزمة سمك: 48.2 centimeters<br>وزن الحزمة: 1388 grams<br>السعة: 20<br>EAN-13: 6221103006353<br>العلامة التجارية: فريش<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6221103006353<br>الرقم المميز للسلعة: 2724445923578<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7636936756,1099,30,6,1,0,1,Fresh-FMW-20MC-W-Microwave-Oven-20-L-white,1,/images/24987/item_XXL_22352876_30670214.jpg,1099
"Fresh FMW-28ECGB Microwave Oven 28 L With Grill, Black",فرن ميكروويف 28 لتر مع شواية من فريش FMW-28ECGB - اسود,"Fresh FMW-28ECGB Microwave Oven 28 L With Grill, Black",فرن ميكروويف 28 لتر مع شواية من فريش FMW-28ECGB - اسود,Brand: Fresh<br>Manufacturer Number: FMW-28ECGB<br>Energy consumption: 1000<br>Package thickness: 48 centimeters<br>Package weight in KGs: 7114 grams<br>Height: 326<br>Width: 520<br>Material: Metal<br>Capacity: 28<br>Type: Countertop<br>EAN-13: 6221103006391<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 36.4 centimeters<br>Package Width: 55 centimeters<br>External Product ID: 6221103006391<br>Serial Scan Required: <br>Item EAN: 2724445923844<br>Model Number: FMW-28ECGB<br>,الرقم المصنعي: FMW-28ECGB<br>استهلاك الطاقة: 1000<br>حزمة سمك: 48 centimeters<br>وزن الحزمة: 7114 grams<br>السعة: 28<br>EAN-13: 6221103006391<br>العلامة التجارية: فريش<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6221103006391<br>الرقم المميز للسلعة: 2724445923844<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,9894012647,2299,30,6,1,0,1,Fresh-FMW-28ECGB-Microwave-Oven-28-L-With-Grill-Black,1,/images/24988/item_XXL_22352902_30319394.jpg,2299
LG 42 Liter Neo Chef Inverter Microwave - MS4295CIS,ال جي نيو شيف ميكرويف انفيرتر 42 لتر - MS4295CIS,LG 42 Liter Neo Chef Inverter Microwave - MS4295CIS,ال جي نيو شيف ميكرويف انفيرتر 42 لتر - MS4295CIS,Brand: LG<br>Energy consumption: 1200 W<br>Package thickness: 42 centimeters<br>Package weight in KGs: 3000 grams<br>Height: 331 mm<br>Width: 608 mm<br>Material: Stainless Steel<br>Capacity: 42 Liter<br>Type: Countertop<br>EAN-13: 8808992387510<br>Expirable: <br>Package height: 25 centimeters<br>Package Width: 6 centimeters<br>Serial Scan Required: <br>Item EAN: 2724448628623<br>Model Number: MS4295CIS<br>,استهلاك الطاقة: 1200 W<br>حزمة سمك: 42 centimeters<br>وزن الحزمة: 3000 grams<br>السعة: 42 Liter<br>EAN-13: 8808992387510<br>العلامة التجارية: ال جي<br>نوع: يوضع على السطح<br>الرقم المميز للسلعة: 2724448628623<br>,100,2908287653,4800,30,7,1,0,1,LG-42-Liter-Neo-Chef-Inverter-Microwave-MS4295CIS,1,/images/24989/item_XXL_22577625_30972567.jpg,4800
Samsung GE614ST/EGY Microwave,مايكروويف سامسونج GE614ST/EGY,Samsung GE614ST/EGY Microwave,مايكروويف سامسونج GE614ST/EGY,Brand: Samsung<br>Package thickness: 62 centimeters<br>Package weight in KGs: 13500 grams<br>Type: Compact<br>Expirable: <br>Package height: 38 centimeters<br>Package Width: 50 centimeters<br>Serial Scan Required: <br>Item EAN: 2724298906520<br>,حزمة سمك: 62 centimeters<br>وزن الحزمة: 13500 grams<br>العلامة التجارية: سامسونج<br>نوع: مدمج<br>الرقم المميز للسلعة: 2724298906520<br>,76,1636348624,4199,30,57,1,0,1,Samsung-GE614ST-EGY-Microwave,2,/images/24992/item_XXL_7857083_6918649.jpg,4199
"Samsung MS23K3513AK Microwave- Black, 23  Liter",ميكروويف من سامسونج MS23K3513AK- أسود، 23  لتر,"Samsung MS23K3513AK Microwave- Black, 23  Liter",ميكروويف من سامسونج MS23K3513AK- أسود، 23  لتر,Brand: Samsung<br>Energy consumption: 800 W<br>Package thickness: 55 centimeters<br>Package weight in KGs: 12000 grams<br>Material: Metal<br>Capacity: 20 Liter<br>Type: Countertop<br>Expirable: <br>Package height: 35 centimeters<br>Package Width: 43 centimeters<br>Serial Scan Required: <br>Item EAN: 2724338618178<br>Model Number: MS23K3513AK<br>,استهلاك الطاقة: 800 W<br>حزمة سمك: 55 centimeters<br>وزن الحزمة: 12000 grams<br>السعة: 20 Liter<br>العلامة التجارية: سامسونج<br>نوع: يوضع على السطح<br>الرقم المميز للسلعة: 2724338618178<br>,100,9856298628,3399,30,57,1,0,1,Samsung-MS23K3513AK-Microwave-Black-23-Liter,2,/images/24993/item_XXL_11693919_16893155.jpg,3399
Samsung MC455TBRCSR/GY 45L Stainless Steel Microwave,ميكروويف ستانلس ستيل 45 لتر من سامسونج MC455TBRCSR/GY,Samsung MC455TBRCSR/GY 45L Stainless Steel Microwave,ميكروويف ستانلس ستيل 45 لتر من سامسونج MC455TBRCSR/GY,Brand: Samsung<br>Energy consumption: 1550W<br>Package weight in KGs: 10<br>Material: Stainless Steel<br>Capacity: 45 Liter<br>Type: Compact<br>,استهلاك الطاقة: 1550W<br>وزن الحزمة: 10<br>السعة: 45 Liter<br>العلامة التجارية: سامسونج<br>نوع: مدمج<br>الرقم المميز للسلعة: 2724317705240<br>,0,4561379815,17000,30,57,1,0,1,Samsung-MC455TBRCSR-GY-45L-Stainless-Steel-Microwave,2,/images/24997/item_XXL_9696156_11234600.jpg,1700
Samsung 34 Liters Microwaves ME6124ST/EGY,ميكروويف سامسونج 34 لتر ME6124ST/EGY,Samsung 34 Liters Microwaves ME6124ST/EGY,ميكروويف سامسونج 34 لتر ME6124ST/EGY,Brand: Samsung<br>Energy consumption: 1000<br>Package thickness: 60 centimeters<br>Package weight in KGs: 21000 grams<br>Material: Stainless Steel<br>Capacity: 34 liters<br>Type: Compact<br>Expirable: <br>Package height: 40 centimeters<br>Package Width: 50 centimeters<br>Serial Scan Required: <br>Item EAN: 2724332662900<br>Model Number: ME6124ST/EGY<br>,استهلاك الطاقة: 1000<br>حزمة سمك: 60 centimeters<br>وزن الحزمة: 21000 grams<br>السعة: 34 liters<br>العلامة التجارية: سامسونج<br>نوع: مدمج<br>الرقم المميز للسلعة: 2724332662900<br>,100,9329594808,3917,30,57,1,0,1,Samsung-34-Liters-Microwaves-ME6124ST-EGY,2,/images/25001/item_XXL_11129060_15370688.jpg,3917
Samsung  Microwave Oven - ME712K  - 20 Liters - White,Samsung  Microwave Oven - ME712K  - 20 Liters - White,Samsung  Microwave Oven - ME712K  - 20 Liters - White,Samsung  Microwave Oven - ME712K  - 20 Liters - White,Brand: Samsung<br>Energy consumption: 800<br>Package weight in KGs: 12 KG<br>Height: 275 MM<br>Width: 489 MM<br>Material: Ceramic<br>Capacity: 20 Litre<br>Type: Countertop<br>EAN-13: 8806088734903<br>Item EAN: 2724596678068<br>Model Number: ME712K<br>,استهلاك الطاقة: 800<br>وزن الحزمة: 12 KG<br>السعة: 20 Litre<br>EAN-13: 8806088734903<br>العلامة التجارية: سامسونج<br>نوع: يوضع على السطح<br>الرقم المميز للسلعة: 2724596678068<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7345781416,2345,30,57,1,0,1,Samsung-Microwave-Oven-ME712K-20-Liters-White,2,/images/25002/item_XXL_32790929_123210419.jpg,2345
